Trial	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	EndKey	Device	MkHash32	ColorHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes
33	CUED	1	0	0	2	6	52	56	78	100	130	1630510560	746540979	1797520421	1192614329	R	Return	Keyboard	60615B68	D857672C		
34	UNCUED	0	270	90	0	8	81	56	78	100	130	905878499	1161705900	1332000840	1144634521	R	Return	Keyboard	F2F43FA8	D857672C		
35	UNCUED	0	0	180	6	4	51	56	78	100	130	1148561806	135260031	1311090121	1662681166	R	Return	Keyboard	F2F43FA8	D857672C		
36	CUED	1	270	270	4	2	52	56	78	100	130	1682380181	1078156918	1469231550	1517363202	R	Return	Keyboard	60615B68	D857672C		
37	UNCUED	1	0	0	2	6	55	56	78	100	130	1358401593	437083642	255909940	65722825	R	Return	Keyboard	6C3B5060	D857672C		
38	CUED	0	225	45	1	9	63	56	78	100	130	922793952	483729835	409645362	760353351	G	Return	Keyboard	4E620E90	DD9C91EC		
39	UNCUED	0	315	315	3	3	77	56	78	100	130	676336238	747954710	1045461930	691125334	G	Return	Keyboard	F2F43FA8	DD9C91EC		
40	UNCUED	1	0	0	2	6	52	56	78	100	130	563645251	175753925	227653821	1833119485	G	Return	Keyboard	6C3B5060	DD9C91EC		
41	UNCUED	0	225	225	5	1	118	56	78	100	130	862140097	174549178	1168570023	865134381	G	Return	Keyboard	F2F43FA8	DD9C91EC		
42	UNCUED	1	135	315	3	3	60	56	78	100	130	604947217	1162154097	626285132	1564198743	R	Return	Keyboard	6C3B5060	D857672C		
43	CUED	1	0	0	2	6	58	56	78	100	130	1606881366	713364105	641293624	1934426476	G	Return	Keyboard	60615B68	DD9C91EC		
44	UNCUED	0	135	315	3	3	57	56	78	100	130	1842168707	130210544	916995010	51752385	R	Return	Keyboard	F2F43FA8	D857672C		
45	UNCUED	0	225	225	5	1	48	56	78	100	130	822592846	2076538151	1179340267	961255226	G	Return	Keyboard	F2F43FA8	DD9C91EC		
46	CUED	0	45	0	2	6	61	56	78	100	130	876285666	1504021051	368248090	2075184774	G	Return	Keyboard	4E620E90	DD9C91EC		
47	UNCUED	0	225	45	1	9	92	56	78	100	130	1325074106	1444203959	2110201010	1186602962	R	Return	Keyboard	F2F43FA8	D857672C		
48	CUED	1	180	180	6	4	47	56	78	100	130	1883710289	1572503804	913697331	367874288	R	Return	Keyboard	60615B68	D857672C		
49	UNCUED	0	0	0	2	6	57	56	78	100	130	227425554	1783505798	2090348352	662671279	R	Return	Keyboard	F2F43FA8	D857672C		
50	CUED	0	270	45	1	9	97	56	78	100	130	1276975857	104562465	1550363005	952915142	G	Return	Keyboard	4E620E90	DD9C91EC		
51	CUED	1	180	225	5	1	68	56	78	100	130	932216612	1619627941	808268769	1498457362	R	Return	Keyboard	60615B68	D857672C		
52	CUED	1	135	135	7	7	61	56	78	100	130	1348707853	500088764	1321107041	1869049313	R	Return	Keyboard	60615B68	D857672C		
53	UNCUED	0	135	135	7	7	47	56	78	100	130	1664235902	2009765568	538937977	1274783132	G	Return	Keyboard	F2F43FA8	DD9C91EC		
54	CUED	0	270	270	4	2	79	56	78	100	130	1209484652	119178890	1751386375	752334087	R	Return	Keyboard	4E620E90	D857672C		
55	CUED	1	315	180	6	4	60	56	78	100	130	756152980	1175344295	482925660	656733274	G	Return	Keyboard	60615B68	DD9C91EC		
56	UNCUED	0	315	90	0	8	63	56	78	100	130	1417654803	277376366	1925382448	1469857196	R	Return	Keyboard	F2F43FA8	D857672C		
57	UNCUED	0	90	270	4	2	70	56	78	100	130	1586517876	1104991445	1278726640	1745025675	R	Return	Keyboard	F2F43FA8	D857672C		
58	UNCUED	1	180	0	2	6	56	56	78	100	130	1757180509	1284292499	1329154939	1753081873	R	Return	Keyboard	6C3B5060	D857672C		
59	UNCUED	0	315	315	3	3	51	56	78	100	130	872552155	225852434	492249360	2059603690	G	Return	Keyboard	F2F43FA8	DD9C91EC		
60	UNCUED	1	315	315	3	3	48	56	78	100	130	970055909	1723088381	957879865	1005344318	G	Return	Keyboard	6C3B5060	DD9C91EC		
61	CUED	1	315	315	3	3	47	56	78	100	130	585343090	1986848441	1541397722	1008067448	R	Return	Keyboard	60615B68	D857672C		
62	CUED	0	180	0	2	6	53	56	78	100	130	67019540	1731062721	1982187197	1160271866	G	Return	Keyboard	4E620E90	DD9C91EC		
63	UNCUED	1	90	90	0	8	45	56	78	100	130	2010087079	1280471701	1773785435	1948345932	G	Return	Keyboard	6C3B5060	DD9C91EC		
64	UNCUED	1	315	270	4	2	48	56	78	100	130	951158189	1156336222	1569989031	2034706385	G	Return	Keyboard	6C3B5060	DD9C91EC		
65	UNCUED	0	180	180	6	4	41	56	78	100	130	2133429519	15365618	959527623	2088081889	G	Return	Keyboard	F2F43FA8	DD9C91EC		
66	UNCUED	0	270	270	4	2	43	56	78	100	130	1058112956	1937455920	133904908	957994121	G	Return	Keyboard	F2F43FA8	DD9C91EC		
67	CUED	1	135	135	7	7	46	56	78	100	130	164591587	1527289446	1056001506	461177881	G	Return	Keyboard	60615B68	DD9C91EC		
68	CUED	0	225	225	5	1	48	56	78	100	130	1769151185	487447498	1165496485	594875246	R	Return	Keyboard	4E620E90	D857672C		
69	CUED	0	315	0	2	6	51	56	78	100	130	879816048	299063945	22401267	1824851104	G	Return	Keyboard	4E620E90	DD9C91EC		
70	CUED	0	225	45	1	9	42	56	78	100	130	162477008	1511862005	1383542602	1794187702	G	Return	Keyboard	4E620E90	DD9C91EC		
71	CUED	1	225	225	5	1	53	56	78	100	130	171417198	77630874	1423393621	983166044	R	Return	Keyboard	60615B68	D857672C		
72	CUED	1	225	225	5	1	52	56	78	100	130	1074490056	1245379491	2145234983	1416243070	R	Return	Keyboard	60615B68	D857672C		
73	CUED	0	0	0	2	6	45	56	78	100	130	1673116976	1631631590	589404003	336393162	R	Return	Keyboard	4E620E90	D857672C		
74	CUED	1	180	180	6	4	50	56	78	100	130	1903690568	227918184	873798502	592802413	G	Return	Keyboard	60615B68	DD9C91EC		
75	CUED	0	135	135	7	7	48	56	78	100	130	320623841	1232382993	512913835	942558632	R	Return	Keyboard	4E620E90	D857672C		
76	UNCUED	1	135	135	7	7	48	56	78	100	130	363476691	1722033050	284110030	301016100	G	Return	Keyboard	6C3B5060	DD9C91EC		
77	UNCUED	1	0	0	2	6	77	56	78	100	130	2077171117	1828307858	1537610694	2009982627	R	Return	Keyboard	6C3B5060	D857672C		
78	UNCUED	1	0	180	6	4	54	56	78	100	130	881692869	1358154375	1443968622	1560382105	R	Return	Keyboard	6C3B5060	D857672C		
79	UNCUED	0	45	225	5	1	60	56	78	100	130	205967031	1119794901	774864168	1507631965	R	Return	Keyboard	F2F43FA8	D857672C		
80	CUED	1	135	135	7	7	56	56	78	100	130	371253923	1735327289	760532638	364837998	R	Return	Keyboard	60615B68	D857672C		
81	UNCUED	1	225	225	5	1	48	56	78	100	130	763858355	1447442857	538325460	948495110	G	Return	Keyboard	6C3B5060	DD9C91EC		
82	UNCUED	1	270	90	0	8	52	56	78	100	130	272257703	1955831867	384663827	203926124	R	Return	Keyboard	6C3B5060	D857672C		
83	UNCUED	1	0	0	2	6	44	56	78	100	130	261486751	733551632	484463124	1639387790	G	Return	Keyboard	6C3B5060	DD9C91EC		
84	UNCUED	0	180	180	6	4	47	56	78	100	130	1663525031	1468051567	344167666	1680817567	G	Return	Keyboard	F2F43FA8	DD9C91EC		
85	CUED	1	270	135	7	7	48	56	78	100	130	155281869	1003925647	1186733219	938046393	G	Return	Keyboard	60615B68	DD9C91EC		
86	CUED	1	135	315	3	3	68	56	78	100	130	486568995	1790691505	2137484897	1635864811	G	Return	Keyboard	60615B68	DD9C91EC		
87	UNCUED	0	270	135	7	7	56	56	78	100	130	1989548246	806783832	1455918381	1071694532	R	Return	Keyboard	F2F43FA8	D857672C		
88	CUED	1	45	0	2	6	49	56	78	100	130	681266503	1499534904	1387189200	1881177527	G	Return	Keyboard	60615B68	DD9C91EC		
89	UNCUED	0	45	45	1	9	63	56	78	100	130	1343424585	621964144	1680760672	1817356370	G	Return	Keyboard	F2F43FA8	DD9C91EC		
90	CUED	0	0	0	2	6	42	56	78	100	130	641065232	1513010595	1895891908	1470266072	R	Return	Keyboard	4E620E90	D857672C		
91	CUED	0	180	180	6	4	51	56	78	100	130	234523009	1398842143	315700573	1899099981	G	Return	Keyboard	4E620E90	DD9C91EC		
92	CUED	0	315	315	3	3	47	56	78	100	130	1008964220	312067902	1598793083	259908424	G	Return	Keyboard	4E620E90	DD9C91EC		
93	CUED	1	90	135	7	7	104	56	78	100	130	396649665	1197731165	1829648654	1517379514	R	Return	Keyboard	60615B68	D857672C		
94	CUED	0	135	315	3	3	61	56	78	100	130	1840758704	853808619	1121137041	22671443	G	Return	Keyboard	4E620E90	DD9C91EC		
95	CUED	0	315	315	3	3	56	56	78	100	130	1354602698	718044820	1995822481	1208862901	R	Return	Keyboard	4E620E90	D857672C		
96	CUED	0	135	0	2	6	48	56	78	100	130	1185492491	1265116570	2141387704	342739221	G	Return	Keyboard	4E620E90	DD9C91EC		
97	CUED	0	225	225	5	1	113	56	78	100	130	144219737	445543607	1913366592	556055441	R	Return	Keyboard	4E620E90	D857672C		
98	UNCUED	0	270	180	6	4	49	56	78	100	130	2044743381	559932231	467789891	323572295	R	Return	Keyboard	F2F43FA8	D857672C		
99	CUED	1	270	270	4	2	77	56	78	100	130	1216242330	305247768	121337323	2062354236	R	Return	Keyboard	60615B68	D857672C		
100	UNCUED	0	90	90	0	8	53	56	78	100	130	1389519542	721297469	475976718	1851576355	R	Return	Keyboard	F2F43FA8	D857672C		
101	CUED	0	0	0	2	6	37	56	78	100	130	686356388	98706598	829075810	488765843	R	Return	Keyboard	4E620E90	D857672C		
102	CUED	0	135	0	2	6	49	56	78	100	130	1074299631	2080460748	828132886	1916198167	G	Return	Keyboard	4E620E90	DD9C91EC		
103	CUED	1	0	0	2	6	38	56	78	100	130	1257513503	1841877354	1185946380	1748787360	R	Return	Keyboard	60615B68	D857672C		
104	CUED	1	180	180	6	4	58	56	78	100	130	2022105886	1825951215	1693397058	1802718563	R	Return	Keyboard	60615B68	D857672C		
105	UNCUED	1	270	270	4	2	48	56	78	100	130	808220112	1101964255	538177064	107287461	G	Return	Keyboard	6C3B5060	DD9C91EC		
106	CUED	0	45	45	1	9	62	56	78	100	130	1453091368	713084591	1398534559	1785427305	R	Return	Keyboard	4E620E90	D857672C		
107	CUED	0	180	0	2	6	53	56	78	100	130	759353707	1106567220	1429629172	1988125612	G	Return	Keyboard	4E620E90	DD9C91EC		
108	UNCUED	1	0	0	2	6	49	56	78	100	130	1679791214	1068931135	947751391	370721971	R	Return	Keyboard	6C3B5060	D857672C		
109	CUED	0	45	225	5	1	122	56	78	100	130	1063327331	1596162942	718265741	1920228240	G	Return	Keyboard	4E620E90	DD9C91EC		
110	CUED	1	0	0	2	6	47	56	78	100	130	592812233	758049174	104074046	962366435	R	Return	Keyboard	60615B68	D857672C		
111	UNCUED	1	225	180	6	4	52	56	78	100	130	191469292	1170536872	2140215557	468276421	R	Return	Keyboard	6C3B5060	D857672C		
112	CUED	1	45	45	1	9	46	56	78	100	130	86234351	1336281771	527394566	318292775	G	Return	Keyboard	60615B68	DD9C91EC		
113	CUED	0	225	0	2	6	49	56	78	100	130	192869889	1061754884	1896853668	124317615	G	Return	Keyboard	4E620E90	DD9C91EC		
114	UNCUED	0	45	180	6	4	46	56	78	100	130	1622766086	274366131	864150672	70233031	R	Return	Keyboard	F2F43FA8	D857672C		
115	UNCUED	0	135	135	7	7	73	56	78	100	130	1554274593	247118201	1312780132	1975839655	G	Return	Keyboard	F2F43FA8	DD9C91EC		
116	CUED	0	270	270	4	2	56	56	78	100	130	1506122738	1422351677	1363945955	1064581164	R	Return	Keyboard	4E620E90	D857672C		
117	CUED	0	135	135	7	7	53	56	78	100	130	1955828328	1320111746	2130560304	944119729	R	Return	Keyboard	4E620E90	D857672C		
118	UNCUED	0	90	45	1	9	96	56	78	100	130	1828535662	1983812794	1305049187	262995051	G	Return	Keyboard	F2F43FA8	DD9C91EC		
119	UNCUED	0	315	315	3	3	53	56	78	100	130	1880729116	57003962	532554385	135431576	G	Return	Keyboard	F2F43FA8	DD9C91EC		
120	UNCUED	1	135	90	0	8	49	56	78	100	130	506833962	782548045	944864090	1879876535	R	Return	Keyboard	6C3B5060	D857672C		
121	UNCUED	0	135	135	7	7	48	56	78	100	130	2083648898	405963355	694692886	1500562492	R	Return	Keyboard	F2F43FA8	D857672C		
122	UNCUED	1	45	45	1	9	54	56	78	100	130	1548373404	867505503	91597513	594074760	G	Return	Keyboard	6C3B5060	DD9C91EC		
123	UNCUED	1	90	90	0	8	45	56	78	100	130	293816061	1305765614	1306869573	203273082	G	Return	Keyboard	6C3B5060	DD9C91EC		
124	CUED	0	270	270	4	2	45	56	78	100	130	1294905747	1295034757	872100973	238842798	R	Return	Keyboard	4E620E90	D857672C		
125	UNCUED	1	45	45	1	9	48	56	78	100	130	1909528176	2117218303	1032330236	142853203	G	Return	Keyboard	6C3B5060	DD9C91EC		
126	CUED	1	0	0	2	6	41	56	78	100	130	1237714931	354859721	1336208235	1345002165	R	Return	Keyboard	60615B68	D857672C		
127	CUED	0	180	180	6	4	62	56	78	100	130	504583932	1776549706	178147634	940818042	G	Return	Keyboard	4E620E90	DD9C91EC		
128	UNCUED	1	180	0	2	6	53	56	78	100	130	1970504069	1004265848	2121426047	1649781913	R	Return	Keyboard	6C3B5060	D857672C		
129	CUED	1	90	90	0	8	82	56	78	100	130	1684949744	147668244	323925528	1035095204	G	Return	Keyboard	60615B68	DD9C91EC		
130	CUED	0	315	315	3	3	74	56	78	100	130	1308665536	896772	1703398569	423448788	R	Return	Keyboard	4E620E90	D857672C		
131	CUED	0	45	45	1	9	71	56	78	100	130	480356606	1520622040	1479339522	860340387	R	Return	Keyboard	4E620E90	D857672C		
132	CUED	0	315	315	3	3	53	56	78	100	130	1924466411	697869424	490619266	212316683	G	Return	Keyboard	4E620E90	DD9C91EC		
133	UNCUED	1	270	45	1	9	52	56	78	100	130	1538104957	1586932110	1064903765	2055536121	R	Return	Keyboard	6C3B5060	D857672C		
134	UNCUED	1	45	225	5	1	81	56	78	100	130	39602229	75049353	90488661	1591156626	R	Return	Keyboard	6C3B5060	D857672C		
135	UNCUED	0	45	0	2	6	55	56	78	100	130	1130500554	1758332784	1630694635	580662540	R	Return	Keyboard	F2F43FA8	D857672C		
136	CUED	1	315	180	6	4	47	56	78	100	130	505982002	1003957702	58230345	1622383814	G	Return	Keyboard	60615B68	DD9C91EC		
137	CUED	0	180	180	6	4	41	56	78	100	130	1220289809	885165058	2020342785	2097713097	R	Return	Keyboard	4E620E90	D857672C		
138	CUED	0	90	90	0	8	42	56	78	100	130	1473379038	1664840679	1798815674	379726322	R	Return	Keyboard	4E620E90	D857672C		
139	CUED	1	135	135	7	7	82	56	78	100	130	491978860	214362137	1460269906	1472422432	R	Return	Keyboard	60615B68	D857672C		
140	UNCUED	0	225	225	5	1	54	56	78	100	130	1494109167	841869400	857259480	838153433	G	Return	Keyboard	F2F43FA8	DD9C91EC		
141	CUED	1	45	45	1	9	45	56	78	100	130	2134095278	1408507108	473285194	1072848345	R	Return	Keyboard	60615B68	D857672C		
142	CUED	0	0	0	2	6	38	56	78	100	130	2140287026	976958018	1812654606	1768420827	G	Return	Keyboard	4E620E90	DD9C91EC		
143	UNCUED	0	180	180	6	4	47	56	78	100	130	1275285333	955044960	1351612069	543193297	G	Return	Keyboard	F2F43FA8	DD9C91EC		
144	UNCUED	0	315	45	1	9	46	56	78	100	130	1062348280	1866381777	1754013211	1618664493	R	Return	Keyboard	F2F43FA8	D857672C		
145	CUED	1	315	315	3	3	61	56	78	100	130	1019169043	1364618529	2014887649	1671394176	R	Return	Keyboard	60615B68	D857672C		
146	CUED	0	0	0	2	6	36	56	78	100	130	1291320927	2045236545	1973534753	967028808	G	Return	Keyboard	4E620E90	DD9C91EC		
147	UNCUED	1	90	180	6	4	46	56	78	100	130	1988116058	881668758	442225092	424470350	R	Return	Keyboard	6C3B5060	D857672C		
148	UNCUED	0	315	135	7	7	46	56	78	100	130	539815792	1357076759	436517084	1680819890	R	Return	Keyboard	F2F43FA8	D857672C		
149	CUED	0	90	90	0	8	38	56	78	100	130	1390683338	440007976	294089793	885916559	R	Return	Keyboard	4E620E90	D857672C		
150	UNCUED	0	45	45	1	9	53	56	78	100	130	2088880419	1688291456	1427663144	705938944	G	Return	Keyboard	F2F43FA8	DD9C91EC		
151	CUED	0	180	180	6	4	53	56	78	100	130	176381487	51735954	1741334426	574210867	R	Return	Keyboard	4E620E90	D857672C		
152	CUED	0	0	0	2	6	43	56	78	100	130	1145102367	451116175	1051398139	1627270377	R	Return	Keyboard	4E620E90	D857672C		
153	UNCUED	1	90	180	6	4	64	56	78	100	130	433402894	1819614094	610904053	639549150	R	Return	Keyboard	6C3B5060	D857672C		
154	UNCUED	1	180	180	6	4	38	56	78	100	130	823558087	1666582991	1198286455	600683079	G	Return	Keyboard	6C3B5060	DD9C91EC		
155	UNCUED	0	270	270	4	2	63	56	78	100	130	849137490	388983059	326884266	1824471406	G	Return	Keyboard	F2F43FA8	DD9C91EC		
156	CUED	1	90	270	4	2	61	56	78	100	130	954677891	219884705	1562196221	1589337111	G	Return	Keyboard	60615B68	DD9C91EC		
157	UNCUED	0	90	0	2	6	54	56	78	100	130	1666735271	1036619875	1469011242	535325297	R	Return	Keyboard	F2F43FA8	D857672C		
158	CUED	0	270	270	4	2	63	56	78	100	130	1222263145	428588921	29137161	1839987215	G	Return	Keyboard	4E620E90	DD9C91EC		
159	UNCUED	1	45	45	1	9	73	56	78	100	130	228905325	2143979944	1989476221	373085855	R	Return	Keyboard	6C3B5060	D857672C		
160	UNCUED	0	270	270	4	2	83	56	78	100	130	313693985	823176999	915214057	1398527717	R	Return	Keyboard	F2F43FA8	D857672C		
161	CUED	0	90	270	4	2	67	56	78	100	130	2141850894	1808742352	760251978	1364405756	G	Return	Keyboard	4E620E90	DD9C91EC		
162	UNCUED	1	135	270	4	2	59	56	78	100	130	1300761069	899225216	759552276	534673839	R	Return	Keyboard	6C3B5060	D857672C		
163	CUED	1	135	270	4	2	51	56	78	100	130	1854454517	619637589	515037480	2022851227	G	Return	Keyboard	60615B68	DD9C91EC		
164	UNCUED	1	270	45	1	9	59	56	78	100	130	426027323	1657279417	481507696	42353658	R	Return	Keyboard	6C3B5060	D857672C		
165	UNCUED	0	0	0	2	6	43	56	78	100	130	429079453	541789716	1853818328	262040494	G	Return	Keyboard	F2F43FA8	DD9C91EC		
166	UNCUED	1	225	45	1	9	69	56	78	100	130	1159841687	1587058282	788330334	1525872534	R	Return	Keyboard	6C3B5060	D857672C		
167	CUED	1	90	90	0	8	51	56	78	100	130	1798054689	627935145	1713881342	1175493741	G	Return	Keyboard	60615B68	DD9C91EC		
168	CUED	0	315	270	4	2	95	56	78	100	130	1993445856	669411767	1266407174	1999420521	G	Return	Keyboard	4E620E90	DD9C91EC		
169	UNCUED	0	135	135	7	7	83	56	78	100	130	2030635079	460905474	1200444455	707644357	G	Return	Keyboard	F2F43FA8	DD9C91EC		
170	UNCUED	1	180	180	6	4	94	56	78	100	130	1347753318	41441320	2106702040	2032434627	G	Return	Keyboard	6C3B5060	DD9C91EC		
171	UNCUED	0	180	180	6	4	47	56	78	100	130	1905934135	861178425	898474963	765010686	R	Return	Keyboard	F2F43FA8	D857672C		
172	UNCUED	0	45	45	1	9	50	56	78	100	130	1741521972	1483096357	569172913	729511406	G	Return	Keyboard	F2F43FA8	DD9C91EC		
173	CUED	1	225	225	5	1	49	56	78	100	130	1209905346	278923256	1817492108	1880786216	G	Return	Keyboard	60615B68	DD9C91EC		
174	UNCUED	1	315	135	7	7	74	56	78	100	130	2012720802	2076352348	2037250255	1089321982	R	Return	Keyboard	6C3B5060	D857672C		
175	CUED	0	180	180	6	4	41	56	78	100	130	955351982	118694707	1699419561	1597648849	R	Return	Keyboard	4E620E90	D857672C		
176	UNCUED	1	135	135	7	7	46	56	78	100	130	1016312032	1901570465	371760056	55816585	G	Return	Keyboard	6C3B5060	DD9C91EC		
177	UNCUED	0	180	180	6	4	53	56	78	100	130	1250213292	4264138	1682136377	930321184	G	Return	Keyboard	F2F43FA8	DD9C91EC		
178	CUED	1	180	0	2	6	63	56	78	100	130	1025786810	2088310260	1263497520	1532895287	G	Return	Keyboard	60615B68	DD9C91EC		
179	CUED	1	180	180	6	4	40	56	78	100	130	91271944	539836048	1131280879	1139749523	G	Return	Keyboard	60615B68	DD9C91EC		
180	CUED	0	90	90	0	8	47	56	78	100	130	545921330	248646279	2004820308	383922298	R	Return	Keyboard	4E620E90	D857672C		
181	UNCUED	1	315	315	3	3	54	56	78	100	130	1165030057	569387653	1650021513	1870955213	R	Return	Keyboard	6C3B5060	D857672C		
182	UNCUED	1	180	45	1	9	47	56	78	100	130	1627501367	1843447595	1332628058	1027993791	R	Return	Keyboard	6C3B5060	D857672C		
183	UNCUED	1	225	225	5	1	57	56	78	100	130	511269167	1232365662	1925573880	1698446863	G	Return	Keyboard	6C3B5060	DD9C91EC		
184	UNCUED	0	0	0	2	6	38	56	78	100	130	431659943	498490738	628446848	1104314080	G	Return	Keyboard	F2F43FA8	DD9C91EC		
185	UNCUED	1	270	270	4	2	62	56	78	100	130	465744761	2077428203	266968040	98841622	G	Return	Keyboard	6C3B5060	DD9C91EC		
186	UNCUED	1	315	270	4	2	52	56	78	100	130	1495434691	1066996218	1382218953	200174889	G	Return	Keyboard	6C3B5060	DD9C91EC		
187	CUED	0	270	270	4	2	46	56	78	100	130	1430586184	1852383590	273307052	1172695161	R	Return	Keyboard	4E620E90	D857672C		
188	UNCUED	0	135	180	6	4	49	56	78	100	130	163298021	1143885194	289453582	1552782755	R	Return	Keyboard	F2F43FA8	D857672C		
189	CUED	1	180	180	6	4	41	56	78	100	130	750626504	1123356938	1661563875	1703993486	G	Return	Keyboard	60615B68	DD9C91EC		
190	UNCUED	0	0	0	2	6	63	56	78	100	130	507316673	197306712	1754014281	1991308395	G	Return	Keyboard	F2F43FA8	DD9C91EC		
191	UNCUED	0	45	45	1	9	77	56	78	100	130	1202005763	1215548390	842827329	18605876	G	Return	Keyboard	F2F43FA8	DD9C91EC		
192	CUED	0	180	180	6	4	76	56	78	100	130	664153663	1275500616	1585293130	1787988831	R	Return	Keyboard	4E620E90	D857672C		
193	CUED	0	45	45	1	9	77	56	78	100	130	1903718590	399817317	1891020900	1118115388	G	Return	Keyboard	4E620E90	DD9C91EC		
