Trial	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	EndKey	Device	MkHash32	ColorHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes
42	UNCUED	1	225	90	0	8	55	56	78	84	114	1039213129	1578662460	806383778	1869137233	R		XR Controller	67DD8480	BC9E36AC		
43	UNCUED	0	135	135	7	7	60	56	78	84	114	31269311	1628495617	1044412646	990898095	G		XR Controller	F088AE08	083E616C		
44	CUED	1	45	45	1	9	67	56	78	84	114	743405928	1121144270	804529358	1353535682	G		XR Controller	CB090948	083E616C		
45	CUED	1	315	315	3	3	125	56	78	84	114	1619092155	1346286753	511593401	1485473270	G		XR Controller	CB090948	083E616C		
46	UNCUED	0	45	45	1	9	73	56	78	84	114	441060624	1961360650	953662511	491493936	G		XR Controller	F088AE08	083E616C		
47	UNCUED	0	270	180	6	4	74	56	78	84	114	437002934	1669721524	506486004	2001240667	R		XR Controller	F088AE08	BC9E36AC		
48	CUED	0	90	45	1	9	54	56	78	84	114	867492817	211198801	1873734133	1766424128	G		XR Controller	6CBED730	083E616C		
49	UNCUED	0	270	270	4	2	57	56	78	84	114	1343770761	976593875	950880838	32168926	G		XR Controller	F088AE08	083E616C		
50	UNCUED	0	180	180	6	4	61	56	78	84	114	1745815645	236310488	1711151782	1512364838	G		XR Controller	F088AE08	083E616C		
51	CUED	0	0	45	1	9	86	56	78	84	114	1098693503	548784547	1572855222	511309145	G		XR Controller	6CBED730	083E616C		
52	UNCUED	1	270	270	4	2	111	56	78	84	114	1685489270	2116591950	197095989	384000422	R		XR Controller	67DD8480	BC9E36AC		
53	UNCUED	0	90	270	4	2	80	56	78	84	114	1919517861	2083625775	422076908	1775947820	R		XR Controller	F088AE08	BC9E36AC		
54	CUED	1	135	135	7	7	63	56	78	84	114	1355884053	794486123	507997713	1574802957	R		XR Controller	CB090948	BC9E36AC		
55	CUED	1	180	135	7	7	81	56	78	84	114	1601038057	1479458954	2036496871	1835378056	G		XR Controller	CB090948	083E616C		
56	UNCUED	0	45	90	0	8	88	56	78	84	114	2011347751	1755394772	1315017442	1030581431	R		XR Controller	F088AE08	BC9E36AC		
57	UNCUED	1	315	90	0	8	52	56	78	84	114	1577410357	1989498196	1467638036	100238012	G		XR Controller	67DD8480	083E616C		
58	CUED	0	270	270	4	2	56	56	78	84	114	478117064	624611974	1544343586	651288878	R		XR Controller	6CBED730	BC9E36AC		
59	UNCUED	1	45	90	0	8	58	56	78	84	114	522169972	1707652666	81667136	882736644	R		XR Controller	67DD8480	BC9E36AC		
60	UNCUED	1	90	225	5	1	127	56	78	84	114	1895659078	1910831098	1512313157	549212836	G		XR Controller	67DD8480	083E616C		
61	UNCUED	0	315	315	3	3	77	56	78	84	114	1469877110	606368418	429304667	431169596	G		XR Controller	F088AE08	083E616C		
62	CUED	0	315	315	3	3	76	56	78	84	114	905472899	820103304	2005354199	408254310	R		XR Controller	6CBED730	BC9E36AC		
63	UNCUED	1	90	45	1	9	69	56	78	84	114	715967	29695811	898509628	1216529228	R		XR Controller	67DD8480	BC9E36AC		
