Trial	Cond	RotCfg	TransDeg	RespDeg	RespIndex	RespDigit	RTf	OnsetFrame	TransStartFrame	TransEndFrame	TotalFrames	SeedA0	SeedA1	SeedB2	SeedB3	DelayedFieldColor	EndKey	Device	MkHash32	ColorHash32	MotionTypeByFrame_SubfieldCodes	ColorByFrame_SubfieldCodes
24	CUED	0	270	270	4	2	58	56	78	89	119	681266503	1499534904	1387189200	1881177527	G		XR Controller	646B9A5E	41878FDB		
25	CUED	0	135	270	4	2	88	56	78	89	119	1034313777	22656412	277692568	730935653	G		XR Controller	646B9A5E	41878FDB		
26	UNCUED	0	90	90	0	8	43	56	78	89	119	969344704	88784151	1793718070	2075814932	G		XR Controller	695E8B56	41878FDB		
27	UNCUED	0	135	135	7	7	66	56	78	89	119	1851533992	1743768905	957225943	1923518897	R		XR Controller	695E8B56	7C15119B		
28	UNCUED	0	225	225	5	1	168	56	78	89	119	1074299631	2080460748	828132886	1916198167	G		XR Controller	695E8B56	41878FDB		
29	CUED	0	135	135	7	7	56	56	78	89	119	1237714931	354859721	1336208235	1345002165	R		XR Controller	646B9A5E	7C15119B		
30	UNCUED	1	45	45	1	9	212	56	78	89	119	538843890	2031525574	1856495998	478703928	G		XR Controller	EDDDAB16	41878FDB		
31	UNCUED	1	0	0	2	6	64	56	78	89	119	1473379038	1664840679	1798815674	379726322	R		XR Controller	EDDDAB16	7C15119B		
32	CUED	0	180	45	1	9	78	56	78	89	119	876285666	1504021051	368248090	2075184774	G		XR Controller	646B9A5E	41878FDB		
33	CUED	1	315	315	3	3	223	56	78	89	119	24681529	1655391350	1011857443	1423037676	G		XR Controller	DDDA857E	41878FDB		
34	UNCUED	1	90	90	0	8	73	56	78	89	119	242556148	1933450144	1177180753	568877319	R		XR Controller	EDDDAB16	7C15119B		
35	UNCUED	1	225	45	1	9	63	56	78	89	119	1631333470	654154913	763881780	206625065	R		XR Controller	EDDDAB16	7C15119B		
36	UNCUED	0	90	45	1	9	62	56	78	89	119	396649665	1197731165	1829648654	1517379514	R		XR Controller	695E8B56	7C15119B		
37	UNCUED	1	0	0	2	6	61	56	78	89	119	2141850894	1808742352	760251978	1364405756	G		XR Controller	EDDDAB16	41878FDB		
38	CUED	0	180	180	6	4	57	56	78	89	119	785945216	1430460959	1034458144	1441047620	R		XR Controller	646B9A5E	7C15119B		
39	CUED	1	225	225	5	1	432	56	78	89	119	480356606	1520622040	1479339522	860340387	R		XR Controller	DDDA857E	7C15119B		
40	UNCUED	0	45	-1	-1	-1	20	56	78	89	119	545921330	248646279	2004820308	383922298	R		XR Controller	695E8B56	7C15119B		
41	CUED	1	45	45	1	9	68	56	78	89	119	686356388	98706598	829075810	488765843	R		XR Controller	DDDA857E	7C15119B		
42	UNCUED	1	315	315	3	3	69	56	78	89	119	626474331	188435987	763862122	1896086884	G		XR Controller	EDDDAB16	41878FDB		
43	UNCUED	1	225	225	5	1	61	56	78	89	119	1840758704	853808619	1121137041	22671443	G		XR Controller	EDDDAB16	41878FDB		
44	UNCUED	0	45	45	1	9	56	56	78	89	119	1856639981	215189597	1833993889	1678853801	G		XR Controller	695E8B56	41878FDB		
45	UNCUED	0	315	315	3	3	55	56	78	89	119	1854454517	619637589	515037480	2022851227	G		XR Controller	695E8B56	41878FDB		
46	CUED	1	270	225	5	1	60	56	78	89	119	1957387490	1263434497	974700710	1230693243	G		XR Controller	DDDA857E	41878FDB		
47	UNCUED	0	225	225	5	1	57	56	78	89	119	320623841	1232382993	512913835	942558632	R		XR Controller	695E8B56	7C15119B		
48	UNCUED	0	315	180	6	4	59	56	78	89	119	768815582	52769873	619285610	1869778545	R		XR Controller	695E8B56	7C15119B		
49	UNCUED	0	0	0	2	6	45	56	78	89	119	1584458820	1074672441	436848885	2101040111	G		XR Controller	695E8B56	41878FDB		
50	CUED	1	270	270	4	2	55	56	78	89	119	2134095278	1408507108	473285194	1072848345	R		XR Controller	DDDA857E	7C15119B		
51	CUED	1	180	180	6	4	108	56	78	89	119	871716971	2108949079	212752569	1161741718	R		XR Controller	DDDA857E	7C15119B		
52	UNCUED	1	270	270	4	2	60	56	78	89	119	486568995	1790691505	2137484897	1635864811	G		XR Controller	EDDDAB16	41878FDB		
53	UNCUED	1	90	90	0	8	64	56	78	89	119	1684949744	147668244	323925528	1035095204	G		XR Controller	EDDDAB16	41878FDB		
54	CUED	0	0	0	2	6	48	56	78	89	119	1291320927	2045236545	1973534753	967028808	G		XR Controller	646B9A5E	41878FDB		
55	UNCUED	0	270	270	4	2	48	56	78	89	119	164591587	1527289446	1056001506	461177881	G		XR Controller	695E8B56	41878FDB		
56	CUED	0	270	270	4	2	43	56	78	89	119	867651925	1017802031	962842144	816348459	R		XR Controller	646B9A5E	7C15119B		
57	CUED	0	45	45	1	9	49	56	78	89	119	641065232	1513010595	1895891908	1470266072	R		XR Controller	646B9A5E	7C15119B		
58	UNCUED	0	180	180	6	4	89	56	78	89	119	1955828328	1320111746	2130560304	944119729	R		XR Controller	695E8B56	7C15119B		
59	CUED	1	135	135	7	7	55	56	78	89	119	1630510560	746540979	1797520421	1192614329	R		XR Controller	DDDA857E	7C15119B		
60	UNCUED	0	135	90	0	8	67	56	78	89	119	1798054689	627935145	1713881342	1175493741	G		XR Controller	695E8B56	41878FDB		
61	UNCUED	0	180	180	6	4	52	56	78	89	119	2126577345	1390356111	395061052	457137179	G		XR Controller	695E8B56	41878FDB		
62	CUED	1	0	180	6	4	46	56	78	89	119	51613147	980359712	318903839	1975129456	G		XR Controller	DDDA857E	41878FDB		
63	CUED	0	315	315	3	3	61	56	78	89	119	1003003726	679405033	1887006608	503076144	R		XR Controller	646B9A5E	7C15119B		
40	UNCUED	0	45	45	1	9	66	56	78	89	119	545921330	248646279	2004820308	383922298	R		XR Controller	695E8B56	7C15119B		
